,¹ßÀü·®,year,month,day
0,17322.238512254902,2018,1,1
1,12127.505051470587,2018,1,2
2,17848.95650490196,2018,1,3
3,11203.583678921568,2018,1,4
4,13427.599269607845,2018,1,5
5,19465.279664215686,2018,1,6
6,5612.067946078431,2018,1,7
7,3466.019257352941,2018,1,8
8,9854.12049019608,2018,1,9
9,7269.711723039215,2018,1,10
10,8173.746632352942,2018,1,11
11,10455.817367647058,2018,1,12
12,10619.152036764704,2018,1,13
13,14061.673647058824,2018,1,14
14,17039.395674019608,2018,1,15
15,3242.999504901961,2018,1,16
16,8934.434227941176,2018,1,17
17,11428.484426470588,2018,1,18
18,18574.547419117647,2018,1,19
19,15848.948401960784,2018,1,20
20,15619.633465686275,2018,1,21
21,10179.119654411765,2018,1,22
22,16153.511227941177,2018,1,23
23,17748.982355392156,2018,1,24
24,17395.280740196078,2018,1,25
25,18968.94218872549,2018,1,26
26,22160.825960784314,2018,1,27
27,18497.158963235295,2018,1,28
28,18017.196980392157,2018,1,29
29,18761.818573529414,2018,1,30
30,10670.051333333333,2018,1,31
31,23768.302644607844,2018,2,1
32,18395.78887254902,2018,2,2
33,17711.163605392157,2018,2,3
34,17695.257919117645,2018,2,4
35,17507.948732843135,2018,2,5
36,17578.39306617647,2018,2,6
37,21061.859249999998,2018,2,7
38,21207.212593137254,2018,2,8
39,15156.779975490197,2018,2,9
40,13736.273325980392,2018,2,10
41,16644.984218137255,2018,2,11
42,13302.75488480392,2018,2,12
43,23748.332892156865,2018,2,13
44,15509.367487745098,2018,2,14
45,19382.55218137255,2018,2,15
46,17515.613100490194,2018,2,16
47,27348.667892156864,2018,2,17
48,14187.712330882354,2018,2,18
49,14136.112230392157,2018,2,19
50,19144.842585784314,2018,2,20
51,17186.625029411764,2018,2,21
52,22979.013943627448,2018,2,22
53,16057.885071078432,2018,2,23
54,19277.08689460784,2018,2,24
55,18979.922019607842,2018,2,25
56,27544.222828431375,2018,2,26
57,18241.505220588235,2018,2,27
58,1794.2127475490195,2018,2,28
59,24381.836872549018,2018,3,1
60,29244.499985294115,2018,3,2
61,22154.707862745097,2018,3,3
62,11421.103955882352,2018,3,4
63,7686.028519607843,2018,3,5
64,28668.082921568628,2018,3,6
65,9497.860450980392,2018,3,7
66,8085.318561274509,2018,3,8
67,18610.41030637255,2018,3,9
68,27783.066362745096,2018,3,10
69,26517.07929901961,2018,3,11
70,26341.227397058825,2018,3,12
71,26484.79012009804,2018,3,13
72,26124.181531862745,2018,3,14
73,2051.7923897058827,2018,3,15
74,15263.625465686275,2018,3,16
75,29717.58756617647,2018,3,17
76,9252.340335784313,2018,3,18
77,3812.995568627451,2018,3,19
78,14817.914080882354,2018,3,20
79,5517.803664215687,2018,3,21
80,29233.606286764705,2018,3,22
81,30485.344411764705,2018,3,23
82,24379.909357843135,2018,3,24
83,26412.576919117644,2018,3,25
84,27415.405892156865,2018,3,26
85,27846.291931372547,2018,3,27
86,28179.49248284314,2018,3,28
87,21189.324975490195,2018,3,29
88,26731.785669117646,2018,3,30
89,27265.473897058822,2018,3,31
90,15842.863355392157,2018,4,1
91,26981.4235122549,2018,4,2
92,23582.977085784314,2018,4,3
93,7802.740850490196,2018,4,4
94,4725.740725490196,2018,4,5
95,22348.95457598039,2018,4,6
96,25619.975156862743,2018,4,7
97,26492.73587990196,2018,4,8
98,30873.640428921568,2018,4,9
99,26603.417225490197,2018,4,10
100,30957.210732843138,2018,4,11
101,27006.177296568625,2018,4,12
102,15228.811970588235,2018,4,13
103,3504.5931200980394,2018,4,14
104,29142.973558823527,2018,4,15
105,29524.999098039214,2018,4,16
106,29480.137090686276,2018,4,17
107,33429.24208578431,2018,4,18
108,32562.064973039214,2018,4,19
109,31270.02814460784,2018,4,20
110,32057.92293137255,2018,4,21
111,9816.78856127451,2018,4,22
112,2699.027401960784,2018,4,23
113,8025.915556372548,2018,4,24
114,29771.634240196076,2018,4,25
115,27320.52460539216,2018,4,26
116,29681.52876960784,2018,4,27
117,32216.443578431372,2018,4,28
118,30527.36075490196,2018,4,29
119,22037.74368382353,2018,4,30
120,15212.157399509806,2018,5,1
121,6422.82881372549,2018,5,2
122,26509.702409313726,2018,5,3
123,35172.14734068627,2018,5,4
124,27842.518987745098,2018,5,5
125,3909.3340588235296,2018,5,6
126,13136.590137254901,2018,5,7
127,20804.819046568628,2018,5,8
128,26012.6337377451,2018,5,9
129,31677.73455147059,2018,5,10
130,29819.674897058827,2018,5,11
131,4711.974862745098,2018,5,12
132,23660.80156127451,2018,5,13
133,30088.511524509802,2018,5,14
134,25077.82086029412,2018,5,15
135,5652.801654411765,2018,5,16
136,9183.343220588235,2018,5,17
137,8945.593639705883,2018,5,18
138,23710.73449509804,2018,5,19
139,23223.277468137258,2018,5,20
140,26412.104889705883,2018,5,21
141,21256.722703431373,2018,5,22
142,33892.00347794117,2018,5,23
143,33329.657318627455,2018,5,24
144,28329.123149509804,2018,5,25
145,32400.643213235293,2018,5,26
146,19235.252281862744,2018,5,27
147,22892.00855637255,2018,5,28
148,23770.163602941175,2018,5,29
149,20361.325602941175,2018,5,30
150,28911.44131372549,2018,5,31
151,33135.08029901961,2018,6,1
152,33240.52443137255,2018,6,2
153,30974.0513872549,2018,6,3
154,26392.166397058823,2018,6,4
155,20528.127453431374,2018,6,5
156,28655.933794117645,2018,6,6
157,30225.19923529412,2018,6,7
158,25646.378291666668,2018,6,8
159,25699.39293137255,2018,6,9
160,15947.540843137254,2018,6,10
161,14752.919776960785,2018,6,11
162,25103.884860294118,2018,6,12
163,24018.112718137254,2018,6,13
164,24235.948723039215,2018,6,14
165,27544.400382352942,2018,6,15
166,31227.85081862745,2018,6,16
167,23059.936747549018,2018,6,17
168,28290.361720588236,2018,6,18
169,11966.600551470588,2018,6,19
170,28539.651835784316,2018,6,20
171,33225.953825980396,2018,6,21
172,27863.939024509804,2018,6,22
173,27501.346551470586,2018,6,23
174,32063.328661764706,2018,6,24
175,26729.7791127451,2018,6,25
176,4912.428132352941,2018,6,26
177,16428.499970588236,2018,6,27
178,7175.19437254902,2018,6,28
179,21510.273904411766,2018,6,29
180,9496.672909313726,2018,6,30
181,9345.313144607842,2018,7,1
182,12260.411639705882,2018,7,2
183,17125.2461372549,2018,7,3
184,26129.334475490195,2018,7,4
185,14196.802840686276,2018,7,5
186,10286.339414215685,2018,7,6
187,27443.87887009804,2018,7,7
188,20750.49455637255,2018,7,8
189,8188.505193627451,2018,7,9
190,19680.82857843137,2018,7,10
191,22493.05762009804,2018,7,11
192,25838.44819117647,2018,7,12
193,27586.408465686272,2018,7,13
194,30516.35362009804,2018,7,14
195,31889.379924019606,2018,7,15
196,31433.916348039213,2018,7,16
197,31319.56388235294,2018,7,17
198,31240.298848039216,2018,7,18
199,31941.770644607845,2018,7,19
200,31864.237926470585,2018,7,20
201,30396.620411764707,2018,7,21
202,24042.244970588235,2018,7,22
203,29179.325497549016,2018,7,23
204,29810.73649264706,2018,7,24
205,28781.089426470586,2018,7,25
206,28928.576348039216,2018,7,26
207,29981.691536764705,2018,7,27
208,26249.027625,2018,7,28
209,29576.515796568627,2018,7,29
210,25151.00167647059,2018,7,30
211,29684.03895833333,2018,7,31
212,31717.976340686273,2018,8,1
213,30833.714953431372,2018,8,2
214,27866.263968137253,2018,8,3
215,28748.65206862745,2018,8,4
216,27319.428784313724,2018,8,5
217,25623.020355392156,2018,8,6
218,22819.150110294115,2018,8,7
219,28109.568345588235,2018,8,8
220,24673.91518872549,2018,8,9
221,22210.14744117647,2018,8,10
222,21846.88561519608,2018,8,11
223,22465.69837254902,2018,8,12
224,28318.727252450983,2018,8,13
225,29378.556421568628,2018,8,14
226,28202.538632352942,2018,8,15
227,19316.598296568627,2018,8,16
228,28265.810004901963,2018,8,17
229,31991.310215686273,2018,8,18
230,30187.23924019608,2018,8,19
231,25661.71795833333,2018,8,20
232,24737.009894607843,2018,8,21
233,25581.921715686276,2018,8,22
234,6780.303134803921,2018,8,23
235,14716.668794117646,2018,8,24
236,14493.89063235294,2018,8,25
237,8940.30893627451,2018,8,26
238,8196.77893872549,2018,8,27
239,18602.546654411766,2018,8,28
240,23257.69399509804,2018,8,29
241,18901.773669117647,2018,8,30
242,13021.424639705881,2018,8,31
243,20694.679186274512,2018,9,1
244,19756.41193627451,2018,9,2
245,11779.184191176471,2018,9,3
246,29169.55221568627,2018,9,4
247,30330.569946078434,2018,9,5
248,13426.142745098039,2018,9,6
249,15014.502389705882,2018,9,7
250,23859.043995098036,2018,9,8
251,31933.085968137253,2018,9,9
252,28934.574046568625,2018,9,10
253,23648.212784313724,2018,9,11
254,26445.164950980394,2018,9,12
255,9464.848250000001,2018,9,13
256,9986.70118137255,2018,9,14
257,10888.679235294117,2018,9,15
258,16093.406394607844,2018,9,16
259,24354.027164215688,2018,9,17
260,29166.07000980392,2018,9,18
261,12588.187627450981,2018,9,19
262,6460.985855392157,2018,9,20
263,6704.2944240196075,2018,9,21
264,28586.63030882353,2018,9,22
265,22506.464776960787,2018,9,23
266,22761.639284313726,2018,9,24
267,32141.39430392157,2018,9,25
268,22326.902487745097,2018,9,26
269,29999.14783578431,2018,9,27
270,18002.774659313724,2018,9,28
271,20931.19813235294,2018,9,29
272,29651.64000245098,2018,9,30
273,23309.11575245098,2018,10,1
274,29642.81041911765,2018,10,2
275,31566.407193627452,2018,10,3
276,25341.118110294115,2018,10,4
277,2649.627399509804,2018,10,5
278,7918.024845588236,2018,10,6
279,29808.281764705884,2018,10,7
280,27523.47711029412,2018,10,8
281,12477.275637254901,2018,10,9
282,20850.18688235294,2018,10,10
283,27846.927683823527,2018,10,11
284,31625.088289215684,2018,10,12
285,28729.065367647057,2018,10,13
286,24564.725539215684,2018,10,14
287,25322.93180147059,2018,10,15
288,11877.173713235294,2018,10,16
289,26335.71707107843,2018,10,17
290,24283.872960784312,2018,10,18
291,30270.537012254903,2018,10,19
292,28674.152924019607,2018,10,20
293,29023.453772058823,2018,10,21
294,16689.528727941175,2018,10,22
295,16480.77650735294,2018,10,23
296,28840.830625,2018,10,24
297,27578.83894852941,2018,10,25
298,3842.379460784314,2018,10,26
299,20036.143041666666,2018,10,27
300,20161.761975490197,2018,10,28
301,18677.400776960785,2018,10,29
302,27955.130825980392,2018,10,30
303,23978.56203921569,2018,10,31
304,28684.789553921568,2018,11,1
305,27792.93436029412,2018,11,2
306,24997.64692892157,2018,11,3
307,26829.936382352942,2018,11,4
308,23919.012367647058,2018,11,5
309,19183.652286764707,2018,11,6
310,5266.20505637255,2018,11,7
311,1387.1463848039216,2018,11,8
312,13001.621906862745,2018,11,9
313,21954.76019607843,2018,11,10
314,9518.756093137255,2018,11,11
315,22115.843492647058,2018,11,12
316,21648.488791666663,2018,11,13
317,22616.08163235294,2018,11,14
318,20401.476375,2018,11,15
319,7341.112879901962,2018,11,16
320,23895.38106617647,2018,11,17
321,7737.688,2018,11,18
322,20050.68556617647,2018,11,19
323,24698.080825980393,2018,11,20
324,6936.460053921569,2018,11,21
325,24846.987105392156,2018,11,22
326,22996.72494117647,2018,11,23
327,6855.327776960784,2018,11,24
328,15202.244698529412,2018,11,25
329,19619.630144607843,2018,11,26
330,17861.18637009804,2018,11,27
331,17343.143955882355,2018,11,28
332,14826.618301470588,2018,11,29
333,21221.542090686275,2018,11,30
334,13790.218426470588,2018,12,1
335,15528.585235294117,2018,12,2
336,3766.935585784314,2018,12,3
337,5851.0826519607845,2018,12,4
338,19011.314007352943,2018,12,5
339,7830.787818627451,2018,12,6
340,13807.518352941177,2018,12,7
341,17815.935269607842,2018,12,8
342,21052.300985294114,2018,12,9
343,20496.856669117646,2018,12,10
344,3324.809774509804,2018,12,11
345,18018.927289215684,2018,12,12
346,11570.303352941177,2018,12,13
347,21576.48005392157,2018,12,14
348,22462.18349264706,2018,12,15
349,6365.8161176470585,2018,12,16
350,17562.485487745096,2018,12,17
351,18379.008982843137,2018,12,18
352,16327.688036764705,2018,12,19
353,9217.71087990196,2018,12,20
354,11602.682585784314,2018,12,21
355,15816.241132352941,2018,12,22
356,21497.801757352943,2018,12,23
357,23555.55669852941,2018,12,24
358,10538.705267156862,2018,12,25
359,16796.209455882352,2018,12,26
360,22141.99643382353,2018,12,27
361,17012.832620098037,2018,12,28
362,20505.15030882353,2018,12,29
363,21691.866588235294,2018,12,30
364,22161.145485294117,2018,12,31
365,11694.902786764707,2019,1,1
366,19735.455796568625,2019,1,2
367,24727.559428921566,2019,1,3
368,10047.467634803921,2019,1,4
369,19790.246473039217,2019,1,5
370,23407.922752450977,2019,1,6
371,20463.839159313728,2019,1,7
372,19667.047176470587,2019,1,8
373,16857.772862745096,2019,1,9
374,14530.307328431372,2019,1,10
375,18391.978321078434,2019,1,11
376,13366.289573529411,2019,1,12
377,20858.14555882353,2019,1,13
378,17540.505607843137,2019,1,14
379,14550.05455392157,2019,1,15
380,24269.70892647059,2019,1,16
381,19183.668843137257,2019,1,17
382,24537.676732843138,2019,1,18
383,13919.36825490196,2019,1,19
384,24704.96981617647,2019,1,20
385,22683.374897058824,2019,1,21
386,24049.917583333332,2019,1,22
387,23352.35500245098,2019,1,23
388,27982.425899509803,2019,1,24
389,19001.259546568628,2019,1,25
390,28282.339281862744,2019,1,26
391,28152.186051470588,2019,1,27
392,22048.46987009804,2019,1,28
393,28537.155007352943,2019,1,29
394,18268.983397058822,2019,1,30
395,6256.095708333333,2019,1,31
396,22410.231225490195,2019,2,1
397,20715.963117647058,2019,2,2
398,1867.081899509804,2019,2,3
399,29583.402931372548,2019,2,4
400,27342.841139705884,2019,2,5
401,19910.221840686274,2019,2,6
402,18381.344710784313,2019,2,7
403,26548.11307107843,2019,2,8
404,25856.707575980392,2019,2,9
405,16419.6404877451,2019,2,10
406,27764.70449264706,2019,2,11
407,26687.737963235293,2019,2,12
408,29407.299897058827,2019,2,13
409,23946.575284313727,2019,2,14
410,11532.308573529412,2019,2,15
411,21391.619171568625,2019,2,16
412,34164.219,2019,2,17
413,14480.60249754902,2019,2,18
414,5283.303708333334,2019,2,19
415,20948.592105392156,2019,2,20
416,30211.08937745098,2019,2,21
417,20538.82813235294,2019,2,22
418,30045.70349264706,2019,2,23
419,33244.10756372549,2019,2,24
420,29374.965039215684,2019,2,25
421,32662.643343137253,2019,2,26
422,13052.202401960785,2019,2,27
423,24668.816825980393,2019,2,28
424,31265.884639705884,2019,3,1
425,21773.66773529412,2019,3,2
426,18219.303465686276,2019,3,3
427,27750.208490196077,2019,3,4
428,17701.38680882353,2019,3,5
429,21271.524605392155,2019,3,6
430,29499.06549509804,2019,3,7
431,37570.14912254902,2019,3,8
432,26155.185975490196,2019,3,9
433,8834.007090686275,2019,3,10
434,18164.48162009804,2019,3,11
435,22575.763044117648,2019,3,12
436,35862.31434068627,2019,3,13
437,33850.31580882353,2019,3,14
438,22252.900823529413,2019,3,15
439,31761.780526960785,2019,3,16
440,37421.613041666664,2019,3,17
441,25476.388666666666,2019,3,18
442,32875.92489705882,2019,3,19
443,9231.917573529412,2019,3,20
444,15877.41506372549,2019,3,21
445,38794.9468627451,2019,3,22
446,30385.388698529412,2019,3,23
447,41964.84444607843,2019,3,24
448,26525.243781862744,2019,3,25
449,36753.859105392155,2019,3,26
450,31316.600289215687,2019,3,27
451,29232.17143137255,2019,3,28
452,34166.92058088235,2019,3,29
453,25437.737404411764,2019,3,30
454,32635.64041666667,2019,3,31
455,37907.26905147059,2019,4,1
456,41413.18723774509,2019,4,2
457,42119.90241911764,2019,4,3
458,40796.92972058823,2019,4,4
459,31597.698159313724,2019,4,5
460,30131.16894607843,2019,4,6
461,20350.59367401961,2019,4,7
462,38251.15181372549,2019,4,8
463,15216.526919117647,2019,4,9
464,9877.798129901961,2019,4,10
465,25228.925411764707,2019,4,11
466,39610.85836274509,2019,4,12
467,34677.3913872549,2019,4,13
468,15889.665703431372,2019,4,14
469,41967.64190931372,2019,4,15
470,34590.100906862746,2019,4,16
471,35430.73160784313,2019,4,17
472,32185.06205882353,2019,4,18
473,17393.015845588234,2019,4,19
474,36935.49660784314,2019,4,20
475,23148.54906127451,2019,4,21
476,38052.740906862746,2019,4,22
477,13021.096093137256,2019,4,23
478,17311.820181372546,2019,4,24
479,8884.609465686275,2019,4,25
480,8569.17543382353,2019,4,26
481,37647.362637254904,2019,4,27
482,19953.199580882352,2019,4,28
483,7842.569757352941,2019,4,29
484,27472.062085784313,2019,4,30
485,34401.120031862745,2019,5,1
486,43593.860134803916,2019,5,2
487,42098.79292401961,2019,5,3
488,35648.957343137256,2019,5,4
489,38758.811985294116,2019,5,5
490,42422.3961740196,2019,5,6
491,43847.04686519608,2019,5,7
492,34732.79522794118,2019,5,8
493,39205.318857843136,2019,5,9
494,39915.67615441176,2019,5,10
495,40013.847149509806,2019,5,11
496,37570.27810539216,2019,5,12
497,29185.0208872549,2019,5,13
498,36914.57724019608,2019,5,14
499,36818.59324264706,2019,5,15
500,37624.95859068628,2019,5,16
501,24115.241551470586,2019,5,17
502,15725.953171568628,2019,5,18
503,14827.590031862745,2019,5,19
504,31728.572669117646,2019,5,20
505,45065.79070588235,2019,5,21
506,43902.1360882353,2019,5,22
507,42571.11961029412,2019,5,23
508,40214.537350490195,2019,5,24
509,33409.62482107843,2019,5,25
510,33911.992421568626,2019,5,26
511,4713.53806372549,2019,5,27
512,38204.56705147059,2019,5,28
513,43702.56025245098,2019,5,29
514,31065.374213235293,2019,5,30
515,35516.382176470586,2019,5,31
516,35176.35024019608,2019,6,1
517,39219.73515441176,2019,6,2
518,40850.16829656863,2019,6,3
519,39068.52832352941,2019,6,4
520,38697.35492892157,2019,6,5
521,18007.92156862745,2019,6,6
522,12153.540556372549,2019,6,7
523,31682.45842401961,2019,6,8
524,34369.647784313725,2019,6,9
525,22839.256458333333,2019,6,10
526,30554.12324509804,2019,6,11
527,38566.38205392157,2019,6,12
528,39226.28467401961,2019,6,13
529,16328.736529411764,2019,6,14
530,36414.98561029412,2019,6,15
531,36205.29626960785,2019,6,16
532,37702.68374019608,2019,6,17
533,20713.081107843136,2019,6,18
534,29026.740345588238,2019,6,19
535,35440.15334068627,2019,6,20
536,36915.09296323529,2019,6,21
537,33759.07237009804,2019,6,22
538,35709.340573529415,2019,6,23
539,38687.84191911765,2019,6,24
540,39853.78549509804,2019,6,25
541,11166.95705392157,2019,6,26
542,24579.580100490195,2019,6,27
543,30804.578870098037,2019,6,28
544,8480.26600735294,2019,6,29
545,24665.65364705882,2019,6,30
546,19531.625737745097,2019,7,1
547,37102.708507352945,2019,7,2
548,28435.767899509803,2019,7,3
549,41041.681884803926,2019,7,4
550,38688.59707107843,2019,7,5
551,42475.44606862745,2019,7,6
552,31817.575154411767,2019,7,7
553,30651.15149019608,2019,7,8
554,26703.350210784312,2019,7,9
555,9914.808669117647,2019,7,10
556,19546.97305637255,2019,7,11
557,32165.720183823527,2019,7,12
558,22789.690551470587,2019,7,13
559,33955.794850490194,2019,7,14
560,24024.504524509804,2019,7,15
561,32313.958497549018,2019,7,16
562,28282.558404411764,2019,7,17
563,20504.05225735294,2019,7,18
564,15388.231789215686,2019,7,19
565,9619.661965686275,2019,7,20
566,14895.015997549019,2019,7,21
567,29041.49855637255,2019,7,22
568,31893.45011764706,2019,7,23
569,14856.604740196079,2019,7,24
570,11783.69205882353,2019,7,25
571,13097.90794362745,2019,7,26
572,15780.894732843137,2019,7,27
573,17525.652512254903,2019,7,28
574,33337.6641127451,2019,7,29
575,28347.18803921569,2019,7,30
576,28602.579061274508,2019,7,31
577,36004.53497794118,2019,8,1
578,39544.6986495098,2019,8,2
579,34217.885727941175,2019,8,3
580,36394.12202205882,2019,8,4
581,36542.18556862745,2019,8,5
582,29725.85806862745,2019,8,6
583,31154.015897058824,2019,8,7
584,30291.789487745096,2019,8,8
585,34187.30788480392,2019,8,9
586,35017.77781862745,2019,8,10
587,25390.539875,2019,8,11
588,18042.3938627451,2019,8,12
589,34867.367421568626,2019,8,13
590,33974.38340441176,2019,8,14
591,17646.946416666666,2019,8,15
592,28989.162149509804,2019,8,16
593,33038.76066666667,2019,8,17
594,38212.30250245098,2019,8,18
595,34945.975159313726,2019,8,19
596,31649.82937254902,2019,8,20
597,23848.89551470588,2019,8,21
598,25073.24699264706,2019,8,22
599,27844.27593137255,2019,8,23
600,22877.99932843137,2019,8,24
601,28079.946661764705,2019,8,25
602,33600.2327377451,2019,8,26
603,11640.536610294117,2019,8,27
604,19240.36592647059,2019,8,28
605,12649.732098039214,2019,8,29
606,37924.251904411765,2019,8,30
607,35554.5676495098,2019,8,31
608,18768.77669117647,2019,9,1
609,15097.574852941176,2019,9,2
610,11440.769394607842,2019,9,3
611,11787.077323529413,2019,9,4
612,16887.594487745097,2019,9,5
613,14688.300759803922,2019,9,6
614,10135.694705882353,2019,9,7
615,16106.979575980393,2019,9,8
616,15532.54325490196,2019,9,9
617,24633.685580882353,2019,9,10
618,20930.46187009804,2019,9,11
619,10858.56468872549,2019,9,12
620,37251.02445098039,2019,9,13
621,27115.605397058825,2019,9,14
622,30495.889649509805,2019,9,15
623,34692.09255882353,2019,9,16
624,39842.552125,2019,9,17
625,40399.0625882353,2019,9,18
626,38176.17741421569,2019,9,19
627,22115.05631617647,2019,9,20
628,4384.439210784314,2019,9,21
629,3562.915345588235,2019,9,22
630,27616.15145588235,2019,9,23
631,38398.99431127451,2019,9,24
632,28740.960026960784,2019,9,25
633,26484.255968137255,2019,9,26
634,24887.94074754902,2019,9,27
635,24886.434276960787,2019,9,28
636,32272.034786764707,2019,9,29
637,30151.300132352942,2019,9,30
638,9591.233580882354,2019,10,1
639,2996.2171960784312,2019,10,2
640,23987.16274509804,2019,10,3
641,30691.28124264706,2019,10,4
642,15211.018818627452,2019,10,5
643,27032.65499754902,2019,10,6
644,5684.134112745098,2019,10,7
645,31387.08387254902,2019,10,8
646,39240.24577450981,2019,10,9
647,26902.73212745098,2019,10,10
648,35538.797355392155,2019,10,11
649,35784.7923382353,2019,10,12
650,35869.02181127451,2019,10,13
651,30094.584585784312,2019,10,14
652,24542.593801470586,2019,10,15
653,32611.861948529415,2019,10,16
654,20105.310274509804,2019,10,17
655,12898.011458333332,2019,10,18
656,33138.52051960784,2019,10,19
657,30810.131948529415,2019,10,20
658,33800.12849264706,2019,10,21
659,31374.55992156863,2019,10,22
660,12497.505767156863,2019,10,23
661,22872.223426470588,2019,10,24
662,27379.93956372549,2019,10,25
663,28099.363122549017,2019,10,26
664,32483.756093137254,2019,10,27
665,31122.806534313724,2019,10,28
666,27243.166607843137,2019,10,29
667,35280.15153676471,2019,10,30
668,32117.41446078431,2019,10,31
669,30187.30051960784,2019,11,1
670,20884.559024509806,2019,11,2
671,23812.611441176472,2019,11,3
672,24966.896022058823,2019,11,4
673,28442.45060294118,2019,11,5
674,30007.297578431375,2019,11,6
675,26940.600696078433,2019,11,7
676,34082.037473039214,2019,11,8
677,32414.899803921566,2019,11,9
678,13854.898590686274,2019,11,10
679,19601.35192156863,2019,11,11
680,24883.699421568628,2019,11,12
681,6615.962524509804,2019,11,13
682,34041.94392647059,2019,11,14
683,23436.005014705883,2019,11,15
684,21940.210610294118,2019,11,16
685,4804.286958333334,2019,11,17
686,11009.363343137255,2019,11,18
687,20459.551973039215,2019,11,19
688,33108.463325980396,2019,11,20
689,24368.922345588235,2019,11,21
690,27839.6736495098,2019,11,22
691,24659.087705882353,2019,11,23
692,17312.07975980392,2019,11,24
693,11025.459210784315,2019,11,25
694,19605.110257352942,2019,11,26
695,12441.105860294118,2019,11,27
696,23324.361948529415,2019,11,28
697,30902.794786764705,2019,11,29
698,24680.49055392157,2019,11,30
699,3019.615963235294,2019,12,1
700,21082.536561274508,2019,12,2
701,15120.778644607843,2019,12,3
702,25025.36576960784,2019,12,4
703,27115.153779411765,2019,12,5
704,26560.430375,2019,12,6
705,21526.002840686273,2019,12,7
706,27297.924330882353,2019,12,8
707,20984.90880882353,2019,12,9
708,17390.33899019608,2019,12,10
709,13397.974982843136,2019,12,11
710,28549.44988970588,2019,12,12
711,21433.077875,2019,12,13
712,26694.704637254905,2019,12,14
713,22981.94238970588,2019,12,15
714,20695.573529411766,2019,12,16
715,3901.5829411764707,2019,12,17
716,20834.98391421569,2019,12,18
717,26416.074291666668,2019,12,19
718,18973.61608088235,2019,12,20
719,10191.984671568627,2019,12,21
720,13989.271338235294,2019,12,22
721,14737.658992647059,2019,12,23
722,25300.562406862744,2019,12,24
723,20880.589514705884,2019,12,25
724,3668.5479901960784,2019,12,26
725,23117.29458578431,2019,12,27
726,27202.407019607843,2019,12,28
727,5408.11719362745,2019,12,29
728,8734.900823529411,2019,12,30
729,29204.76304166667,2019,12,31
730,18851.3432377451,2020,1,1
731,16923.54842401961,2020,1,2
732,24199.708203431375,2020,1,3
733,24879.903142156865,2020,1,4
734,27192.316480392157,2020,1,5
735,3052.242068627451,2020,1,6
