,year,month,지점명,기온(°C),풍속(m/s),습도(%)
0,2011,1,강릉,-2.8341397849462364,3.68252688172043,37.88575268817204
1,2011,1,강진군,-2.7434139784946234,3.306182795698925,64.16841397849463
2,2011,1,강화,-8.252284946236559,1.7653225806451613,59.04838709677419
3,2011,1,거제,-0.6116935483870968,2.395698924731183,42.23118279569893
4,2011,1,거창,-5.304032258064516,1.9766129032258064,53.95161290322581
5,2011,1,경주시,-3.4548387096774196,3.772715053763441,40.85228494623656
6,2011,1,고산,2.4446236559139782,12.178360215053765,60.22715053763441
7,2011,1,고창,-4.068279569892473,2.9153225806451615,72.12983870967741
8,2011,1,고창군,-4.274731182795699,1.7033602150537634,71.23024193548387
9,2011,1,고흥,-1.714784946236559,3.0625,53.638440860215056
10,2011,1,광주,-3.4120967741935484,2.0961021505376345,62.22674731182795
11,2011,1,구미,-4.13252688172043,2.8219086021505375,43.27284946236559
12,2011,1,군산,-4.5572580645161285,1.9583333333333333,71.4758064516129
13,2011,1,금산,-7.300806451612903,1.1600806451612904,63.93817204301075
14,2011,1,김해시,-1.355510752688172,3.115725806451613,37.41129032258065
15,2011,1,남원,-6.267338709677419,1.548521505376344,66.91935483870968
16,2011,1,남해,-1.5102150537634407,1.6987903225806453,44.2755376344086
17,2011,1,대관령,-11.221505376344085,4.4750000000000005,61.336021505376344
18,2011,1,대구,-2.5065860215053766,2.8591397849462363,39.50672043010753
19,2011,1,대전,-5.720833333333333,1.6036290322580644,59.61827956989247
20,2011,1,동두천,-8.806048387096775,1.2026881720430107,56.678763440860216
21,2011,1,동해,-2.345698924731183,3.163575268817204,37.23615591397849
22,2011,1,목포,-2.3596774193548384,3.6936827956989244,78.01612903225806
23,2011,1,문경,-5.703494623655914,2.99005376344086,44.458333333333336
24,2011,1,밀양,-3.1946236559139787,1.8028225806451612,42.276881720430104
25,2011,1,백령도,-4.3802419354838715,4.458870967741936,61.40120967741935
26,2011,1,보령,-4.53687074829932,1.8048979591836734,63.24625850340136
27,2011,1,보성군,-1.8865591397849462,5.019354838709678,52.62231182795699
28,2011,1,보은,-8.138440860215054,1.6563172043010752,64.23387096774194
29,2011,1,봉화,-8.129166666666666,1.936290322580645,54.40725806451613
30,2011,1,부산,-0.7540322580645161,3.589247311827957,34.918010752688176
31,2011,1,부안,-5.135483870967742,1.2559139784946236,71.0013440860215
32,2011,1,부여,-5.830241935483871,1.2919354838709678,62.560483870967744
33,2011,1,북강릉,-3.732930107526882,2.6836021505376344,41.233870967741936
34,2011,1,북창원,-1.9111559139784948,2.219220430107527,35.689516129032256
35,2011,1,산청,-2.631989247311828,3.545698924731183,43.06586021505376
36,2011,1,상주,-5.103763440860215,3.079032258064516,45.22043010752688
37,2011,1,서귀포,3.9891129032258066,2.2766129032258062,61.38709677419355
38,2011,1,서산,-5.202419354838709,2.6354838709677417,66.19852150537633
39,2011,1,서울,-7.211827956989247,2.802016129032258,53.74731182795699
40,2011,1,성산,2.3681451612903226,3.5408602150537636,68.3225806451613
41,2011,1,속초,-2.7568548387096774,2.7155913978494626,33.29838709677419
42,2011,1,수원,-7.249327956989247,1.5353494623655914,65.03091397849462
43,2011,1,순창군,-5.984543010752688,1.977284946236559,66.05510752688173
44,2011,1,안동,-5.531989247311828,2.446774193548387,50.016129032258064
45,2011,1,양산시,-0.5326612903225807,2.511559139784946,34.030913978494624
46,2011,1,양평,-8.428225806451614,1.4278225806451612,64.84543010752688
47,2011,1,여수,-1.4995967741935485,5.917741935483871,42.071236559139784
48,2011,1,영광군,-4.36505376344086,2.4516129032258065,70.03561827956989
49,2011,1,영덕,-2.60241935483871,4.510618279569893,35.84610215053763
50,2011,1,영월,-7.955107526881721,1.4201612903225804,56.9991935483871
51,2011,1,영주,-6.178629032258064,4.847043010752688,49.189516129032256
52,2011,1,영천,-3.7934139784946237,3.262768817204301,42.88575268817204
53,2011,1,완도,-1.389247311827957,3.8856182795698926,59.02594086021506
54,2011,1,울릉도,-1.359274193548387,3.7923387096774195,68.17594086021505
55,2011,1,울산,-1.9130376344086022,2.9263440860215053,42.06586021505376
56,2011,1,울진,-2.2963709677419355,3.3631720430107523,40.81317204301075
57,2011,1,원주,-7.763709677419355,1.2086021505376345,54.99596774193548
58,2011,1,의령군,-3.592204301075269,1.6653225806451613,51.39650537634409
59,2011,1,의성,-6.977016129032258,1.5543010752688173,55.03360215053763
60,2011,1,이천,-8.541935483870967,1.3280913978494624,62.439516129032256
61,2011,1,인제,-10.380913978494624,1.6435483870967742,59.83776881720431
62,2011,1,인천,-5.613037634408602,3.7001344086021506,55.401881720430104
63,2011,1,임실,-8.245698924731183,1.4733870967741935,66.61424731182795
64,2011,1,장수,-8.806854838709677,2.0083333333333333,68.63951612903226
65,2011,1,장흥,-2.4028225806451613,3.776478494623656,59.68185483870968
66,2011,1,전주,-4.8607526881720435,1.8237903225806453,62.99475806451613
67,2011,1,정선군,-8.701747311827958,2.0448924731182796,59.50268817204301
68,2011,1,정읍,-4.905241935483871,1.1641129032258064,66.56182795698925
69,2011,1,제주,2.349731182795699,5.013172043010753,62.729838709677416
70,2011,1,제천,-10.124327956989248,1.5830645161290322,63.361559139784944
71,2011,1,주암,-3.7594086021505375,2.1721774193548384,63.60349462365591
72,2011,1,진도(첨찰산),-4.931586021505376,5.197177419354839,82.71370967741936
73,2011,1,진주,-3.228494623655914,1.0638440860215055,47.130376344086024
74,2011,1,창원,-1.126747311827957,2.5670698924731186,39.461021505376344
75,2011,1,천안,-6.932930107526882,2.261559139784946,64.68548387096774
76,2011,1,철원,-11.461290322580647,1.271774193548387,65.22083333333333
77,2011,1,청송군,-6.396236559139785,2.211693548387097,52.90725806451613
78,2011,1,청주,-5.930510752688172,1.2083333333333333,61.44220430107527
79,2011,1,추풍령,-5.82513440860215,4.696102150537635,58.75510752688172
80,2011,1,춘천,-9.496236559139785,0.7372311827956989,65.08185483870967
81,2011,1,충주,-7.981854838709677,1.57531914893617,60.134408602150536
82,2011,1,태백,-8.527016129032258,1.8201612903225808,48.223118279569896
83,2011,1,통영,-0.6470430107526881,2.865456989247312,44.69086021505376
84,2011,1,파주,-10.623387096774193,1.1295698924731183,64.80645161290323
85,2011,1,포항,-1.5793010752688172,2.7908602150537636,43.840053763440864
86,2011,1,함양군,-3.8176075268817207,2.8271505376344086,45.43413978494624
87,2011,1,합천,-3.877956989247312,1.3913978494623656,53.08736559139785
88,2011,1,해남,-2.67755376344086,2.077284946236559,68.25268817204301
89,2011,1,홍천,-9.57513440860215,1.0994623655913978,60.87405913978495
90,2011,1,흑산도,0.4274193548387097,7.557258064516129,63.70295698924731
91,2011,2,강릉,2.5043154761904765,2.1940476190476192,61.498511904761905
92,2011,2,강진군,2.6821428571428574,2.612202380952381,67.84672619047619
93,2011,2,강화,-0.7839285714285713,1.7108597285067872,65.36309523809524
94,2011,2,거제,4.808779761904762,1.5892857142857142,64.48809523809524
95,2011,2,거창,0.7706845238095238,1.2151785714285714,62.59077380952381
96,2011,2,경주시,1.8049107142857144,2.3566964285714285,70.69494047619048
97,2011,2,고산,7.141220238095237,7.414880952380953,63.57440476190476
98,2011,2,고창,1.9035714285714287,2.252529761904762,75.6264880952381
99,2011,2,고창군,2.1194940476190474,1.4441964285714286,70.63839285714286
100,2011,2,고흥,3.6653273809523808,1.7264880952380952,62.04017857142857
101,2011,2,광주,3.1308035714285714,1.5690476190476192,64.77380952380952
102,2011,2,구미,2.0019345238095236,1.4808035714285714,52.23363095238095
103,2011,2,군산,1.2730654761904763,1.5732142857142857,77.52529761904762
104,2011,2,금산,-0.11071428571428572,0.8800595238095238,67.07142857142857
105,2011,2,김해시,5.665327380952381,2.0510416666666664,57.214285714285715
106,2011,2,남원,0.7046130952380952,1.0336309523809524,68.63541666666667
107,2011,2,남해,4.161458333333333,1.2580357142857141,60.08184523809524
108,2011,2,대관령,-3.5333333333333337,2.895238095238095,70.25
109,2011,2,대구,4.173809523809524,1.884375,52.308035714285715
110,2011,2,대전,1.7004464285714287,1.4273809523809524,60.339285714285715
111,2011,2,동두천,-0.10193452380952381,0.9372023809523808,55.169642857142854
112,2011,2,동해,2.5267857142857144,2.444345238095238,64.01636904761905
113,2011,2,목포,2.3651785714285714,3.0302083333333334,80.35863095238095
114,2011,2,문경,1.5153273809523808,1.799404761904762,53.058035714285715
115,2011,2,밀양,3.0302083333333334,1.3375,60.572916666666664
116,2011,2,백령도,-0.1037202380952381,3.4595238095238097,69.61458333333333
117,2011,2,보령,1.1061011904761904,1.4927083333333333,67.95982142857143
118,2011,2,보성군,3.4778273809523808,3.769345238095238,61.401785714285715
119,2011,2,보은,-0.08482142857142856,1.190029761904762,66.00744047619048
120,2011,2,봉화,-1.2203869047619047,1.3153273809523809,67.51339285714286
121,2011,2,부산,6.080505952380952,3.0986607142857148,56.27232142857143
122,2011,2,부안,1.0873511904761906,1.3114583333333332,77.91815476190476
123,2011,2,부여,1.1953869047619048,1.0623511904761904,63.129464285714285
124,2011,2,북강릉,1.5901785714285712,1.92370820668693,65.77827380952381
125,2011,2,북창원,4.405952380952381,1.5020833333333332,56.291666666666664
126,2011,2,산청,2.676488095238095,1.5101190476190476,55.36011904761905
127,2011,2,상주,1.7227678571428573,1.7866071428571426,53.58184523809524
128,2011,2,서귀포,8.939880952380953,2.289732142857143,66.35863095238095
129,2011,2,서산,0.7967261904761904,2.1498511904761903,70.26666666666667
130,2011,2,서울,1.181547619047619,2.6013392857142854,55.186011904761905
131,2011,2,성산,7.3879464285714285,3.325,68.85565476190476
132,2011,2,속초,2.0706845238095237,2.225595238095238,61.93452380952381
133,2011,2,수원,0.5619047619047619,1.3641369047619047,70.125
134,2011,2,순창군,1.1144345238095237,1.5072916666666667,68.0
135,2011,2,안동,1.4410714285714286,1.430952380952381,62.958333333333336
136,2011,2,양산시,5.026636904761905,2.4583333333333335,57.455357142857146
137,2011,2,양평,-0.037500000000000006,1.1434523809523809,67.58630952380952
138,2011,2,여수,4.902083333333333,3.8022321428571426,55.00892857142857
139,2011,2,영광군,1.1186567164179104,2.066268656716418,73.02537313432836
140,2011,2,영덕,3.499107142857143,2.98125,59.59970238095238
141,2011,2,영월,0.2989583333333333,1.1163690476190478,61.32886904761905
142,2011,2,영주,0.59375,2.6342261904761903,60.04613095238095
143,2011,2,영천,1.9194940476190478,1.584970238095238,63.388392857142854
144,2011,2,완도,4.076636904761905,2.617857142857143,62.72767857142857
145,2011,2,울릉도,2.8802083333333335,4.658035714285714,68.55654761904762
146,2011,2,울산,4.2266369047619055,1.9308035714285714,65.1235119047619
147,2011,2,울진,2.8052083333333333,3.2513392857142858,65.875
148,2011,2,원주,0.74375,1.1038690476190476,58.517857142857146
149,2011,2,의령군,2.329315476190476,0.9007440476190476,65.99404761904762
150,2011,2,의성,0.025000000000000015,0.8488095238095238,65.01190476190476
151,2011,2,이천,-0.20625,1.1419642857142858,66.04613095238095
152,2011,2,인제,-1.7425595238095237,1.6575892857142858,65.71130952380952
153,2011,2,인천,1.347172619047619,2.6848214285714285,63.876488095238095
154,2011,2,임실,-0.5224702380952382,1.178422619047619,67.83184523809524
155,2011,2,장수,-0.5723214285714286,1.359970238095238,70.91369047619048
156,2011,2,장흥,2.996875,2.460267857142857,64.43005952380952
157,2011,2,전주,2.0316964285714283,1.4855654761904762,67.16369047619048
158,2011,2,정선군,-1.3116071428571427,1.2732142857142859,69.9389880952381
159,2011,2,정읍,1.7272321428571429,1.180952380952381,67.73363095238095
160,2011,2,제주,6.974255952380952,3.09375,66.17559523809524
161,2011,2,제천,-1.5342261904761905,1.3595238095238096,67.03125
162,2011,2,주암,2.0232142857142854,1.2456845238095238,68.26636904761905
163,2011,2,진도(첨찰산),1.509077380952381,5.212121212121212,71.80059523809524
164,2011,2,진주,2.473363095238095,0.9775297619047618,61.40327380952381
165,2011,2,창원,4.963690476190476,1.7346726190476192,56.88690476190476
166,2011,2,천안,0.8089285714285714,1.9191964285714287,65.27529761904762
167,2011,2,철원,-1.6306547619047618,1.3723214285714287,66.40922619047619
168,2011,2,청송군,-0.2980654761904762,0.8709821428571428,71.27678571428571
169,2011,2,청주,1.7613095238095238,1.1120535714285713,61.26636904761905
170,2011,2,추풍령,1.2680059523809524,2.9066964285714283,61.45238095238095
171,2011,2,춘천,-0.6336309523809524,0.6757440476190476,66.5297619047619
172,2011,2,충주,-0.08675595238095238,1.2808035714285715,64.17113095238095
173,2011,2,태백,-1.5608630952380953,1.4885416666666667,62.254464285714285
174,2011,2,통영,4.895833333333333,2.2443452380952382,66.66071428571429
175,2011,2,파주,-1.280654761904762,1.271875,66.91071428571429
176,2011,2,포항,5.026488095238095,1.9736607142857143,64.31994047619048
177,2011,2,함양군,1.3313988095238096,1.1822916666666667,58.12217261904762
178,2011,2,합천,2.1834821428571427,1.0953869047619047,61.5625
179,2011,2,해남,2.2486607142857142,2.0005952380952383,71.52529761904762
180,2011,2,홍천,-0.5608630952380952,0.9361607142857143,62.104166666666664
181,2011,2,흑산도,3.594642857142857,5.163541666666667,70.88095238095238
182,2011,3,강릉,5.4037634408602155,2.9254032258064515,46.655913978494624
183,2011,3,강진군,4.787096774193548,3.3561827956989245,57.68010752688172
184,2011,3,강화,3.084274193548387,2.731586021505376,57.01478494623656
185,2011,3,거제,6.846774193548387,2.2743279569892474,48.30107526881721
186,2011,3,거창,3.808198924731183,2.5211021505376343,49.72849462365591
187,2011,3,경주시,5.130510752688172,3.5010752688172047,45.88306451612903
188,2011,3,고산,7.534408602150538,9.18736559139785,58.25712365591398
189,2011,3,고창,4.176881720430107,3.241532258064516,63.34892473118279
190,2011,3,고창군,4.5532258064516125,2.1528225806451613,59.06182795698925
191,2011,3,고흥,5.827016129032258,2.7366935483870964,51.95295698924731
192,2011,3,광양시,6.992521994134897,2.5519823788546256,47.24574780058651
193,2011,3,광주,5.29744623655914,2.245967741935484,56.26209677419355
194,2011,3,구미,5.430675675675675,2.6424324324324324,37.013513513513516
195,2011,3,군산,4.014919354838709,3.432258064516129,69.08333333333333
196,2011,3,금산,3.2391129032258066,1.7668010752688172,51.96236559139785
197,2011,3,김해시,7.963978494623656,2.6896505376344084,41.62096774193548
198,2011,3,남원,3.345295698924731,2.16747311827957,56.79838709677419
199,2011,3,남해,6.709005376344086,1.9033602150537634,44.43279569892473
200,2011,3,대관령,-1.3563172043010754,4.405376344086021,58.405913978494624
201,2011,3,대구,6.971639784946236,2.5948924731182794,35.17741935483871
202,2011,3,대전,4.4702956989247316,2.372983870967742,48.840053763440864
203,2011,3,동두천,3.039516129032258,1.9131720430107528,48.674731182795696
204,2011,3,동해,5.075268817204301,2.8875,49.581989247311824
205,2011,3,목포,4.750672043010753,4.222715053763441,70.08602150537635
206,2011,3,문경,4.450403225806451,2.788306451612903,40.83870967741935
207,2011,3,밀양,5.882123655913979,2.1159946236559137,43.221774193548384
208,2011,3,백령도,2.9788978494623657,5.182795698924731,59.212096774193554
209,2011,3,보령,3.4521505376344086,1.9086021505376345,64.24596774193549
210,2011,3,보성군,5.528360215053764,4.4672043010752684,51.539112903225806
211,2011,3,보은,2.817204301075269,2.2065860215053763,53.50268817204301
212,2011,3,봉화,1.8013440860215055,1.8748655913978496,53.78225806451613
213,2011,3,부산,7.419086021505376,3.576747311827957,42.46370967741935
214,2011,3,부안,3.9560483870967746,2.216801075268817,64.8239247311828
215,2011,3,부여,3.916532258064516,1.7932795698924733,58.01075268817204
216,2011,3,북강릉,4.349327956989248,2.5104838709677417,46.61021505376344
217,2011,3,북창원,6.790591397849462,2.020430107526882,39.50268817204301
218,2011,3,산청,5.640456989247312,3.1321236559139787,42.61021505376344
219,2011,3,상주,4.834677419354839,2.924059139784946,39.70161290322581
220,2011,3,서귀포,9.241263440860216,2.499462365591398,54.1505376344086
221,2011,3,서산,3.419489247311828,3.4826612903225804,64.16935483870968
222,2011,3,서울,3.5829301075268813,3.4611559139784944,51.053225806451614
223,2011,3,성산,7.546774193548387,3.5646505376344084,56.168010752688176
224,2011,3,속초,5.203763440860215,2.746908602150538,44.829301075268816
225,2011,3,수원,3.487768817204301,2.1868279569892475,62.70967741935484
226,2011,3,순창군,3.932795698924731,2.602284946236559,54.39381720430107
227,2011,3,안동,4.529032258064516,2.4428763440860215,46.70564516129032
228,2011,3,양산시,7.294892473118279,2.78252688172043,40.51075268817204
229,2011,3,양평,3.5591397849462365,1.973521505376344,55.28225806451613
230,2011,3,여수,6.320161290322581,5.13494623655914,44.93413978494624
231,2011,3,영광군,3.8608870967741935,2.972983870967742,61.05779569892473
232,2011,3,영덕,5.790860215053763,3.6666666666666665,43.538978494623656
233,2011,3,영월,3.226747311827957,1.7666666666666668,50.04825268817204
234,2011,3,영주,3.9118279569892476,4.243145161290323,46.51075268817204
235,2011,3,영천,5.193817204301075,2.5786290322580645,44.126344086021504
236,2011,3,완도,5.811155913978495,3.7774193548387096,53.52284946236559
237,2011,3,울릉도,3.763709677419355,4.0317204301075265,61.29435483870968
238,2011,3,울산,6.645161290322581,2.6036290322580644,46.041666666666664
239,2011,3,울진,5.048387096774194,3.0495967741935486,51.766129032258064
240,2011,3,원주,3.7096774193548385,2.0111559139784947,50.13306451612903
241,2011,3,의령군,5.681989247311828,2.3321236559139784,49.79435483870968
242,2011,3,의성,3.518682795698925,1.8759408602150538,50.098118279569896
243,2011,3,이천,3.3594086021505376,2.1052419354838707,54.05241935483871
244,2011,3,인제,1.6606182795698925,2.04005376344086,56.0481182795699
245,2011,3,인천,4.135752688172043,4.23266129032258,59.020161290322584
246,2011,3,임실,1.918010752688172,2.075268817204301,56.19489247311828
247,2011,3,장수,2.0669354838709677,2.5658602150537635,58.001344086021504
248,2011,3,장흥,5.150537634408602,3.588306451612903,53.98790322580645
249,2011,3,전주,4.481854838709677,2.3315860215053763,54.293010752688176
250,2011,3,정선군,2.0553763440860218,2.5754032258064514,53.818548387096776
251,2011,3,정읍,4.374327956989247,1.8693548387096774,54.100806451612904
252,2011,3,제주,7.718145161290323,3.844758064516129,54.81317204301075
253,2011,3,제천,1.6711021505376344,2.2010752688172044,55.689516129032256
254,2011,3,주암,4.798118279569893,2.3844086021505375,54.961021505376344
255,2011,3,진도(첨찰산),2.872983870967742,5.4702956989247316,65.38978494623656
256,2011,3,진주,5.374731182795699,1.6358870967741934,48.299731182795696
257,2011,3,창원,7.0875,2.1334677419354837,42.19489247311828
258,2011,3,천안,3.545698924731183,3.0533602150537633,55.825268817204304
259,2011,3,철원,2.0944892473118277,2.1725806451612906,56.971774193548384
260,2011,3,청송군,3.084005376344086,2.1676075268817203,52.10349462365591
261,2011,3,청주,4.47741935483871,1.7064516129032257,50.403225806451616
262,2011,3,추풍령,3.9521505376344086,3.9336021505376344,48.38575268817204
263,2011,3,춘천,3.138978494623656,1.305241935483871,55.354838709677416
264,2011,3,충주,3.179032258064516,2.1830645161290323,52.16935483870968
265,2011,3,태백,0.6233870967741936,1.8801075268817204,48.774193548387096
266,2011,3,통영,6.663844086021505,2.773790322580645,53.24327956989247
267,2011,3,파주,2.6818548387096772,1.9108870967741935,57.75403225806452
268,2011,3,포항,7.356989247311828,2.4018817204301075,43.51881720430107
269,2011,3,함양군,4.825806451612904,2.7366935483870964,50.314516129032256
270,2011,3,합천,5.612096774193548,1.7612903225806453,46.28763440860215
271,2011,3,해남,4.463440860215054,2.2497311827956987,61.153225806451616
272,2011,3,홍천,2.860752688172043,1.6318548387096774,51.833333333333336
273,2011,3,흑산도,5.286962365591398,5.802956989247312,63.15860215053763
274,2011,4,강릉,11.725277777777778,3.007083333333333,53.27916666666667
275,2011,4,강진군,11.037916666666668,3.1358333333333337,66.55972222222222
276,2011,4,강화,8.970972222222223,2.47375,63.67777777777778
277,2011,4,거제,12.66125,2.46625,61.65833333333333
278,2011,4,거창,10.995833333333334,2.3226388888888887,57.605555555555554
279,2011,4,경주시,11.479861111111111,3.2255555555555557,60.205555555555556
280,2011,4,고산,12.227361111111112,6.532361111111111,72.91111111111111
281,2011,4,고창,10.739166666666666,3.255138888888889,70.35138888888889
282,2011,4,고창군,11.317777777777778,2.189166666666667,64.35597222222222
283,2011,4,고흥,12.124027777777776,2.5027777777777778,59.94583333333333
284,2011,4,광양시,13.191666666666666,2.254166666666667,56.96111111111111
285,2011,4,광주,12.206666666666665,2.3531944444444446,62.168055555555554
286,2011,4,구미,12.369166666666665,2.142361111111111,43.356944444444444
287,2011,4,군산,10.118333333333332,2.859722222222222,75.93611111111112
288,2011,4,금산,10.407361111111111,1.7049999999999998,55.5875
289,2011,4,김해시,14.358194444444443,2.66125,54.98888888888889
290,2011,4,남원,10.697916666666666,2.0629166666666667,60.519444444444446
291,2011,4,남해,13.118611111111111,1.9975,55.67638888888889
292,2011,4,대관령,5.6873611111111115,4.241527777777778,62.88194444444444
293,2011,4,대구,13.709722222222222,2.478611111111111,45.584722222222226
294,2011,4,대전,11.576805555555554,2.131527777777778,53.018055555555556
295,2011,4,동두천,9.820416666666667,1.6822222222222223,52.47208333333334
296,2011,4,동해,11.070972222222222,3.240138888888889,57.99583333333333
297,2011,4,목포,10.5025,3.4480555555555554,77.16111111111111
298,2011,4,문경,11.105555555555556,2.2241666666666666,47.98888888888889
299,2011,4,밀양,12.450972222222223,2.1106944444444444,56.047222222222224
300,2011,4,백령도,7.702361111111111,5.302638888888889,65.94583333333334
301,2011,4,보령,9.436666666666666,2.178472222222222,69.03611111111111
302,2011,4,보성군,11.87861111111111,3.7090277777777776,61.10138888888889
303,2011,4,보은,10.117222222222221,1.8311111111111111,56.77916666666667
304,2011,4,봉화,8.528951048951049,1.7387412587412587,60.44615384615385
305,2011,4,부산,13.037777777777778,4.242777777777778,58.55416666666667
306,2011,4,부안,10.241111111111111,2.33125,69.80833333333334
307,2011,4,부여,10.940138888888889,1.7925,59.56111111111111
308,2011,4,북강릉,11.019444444444444,2.8644444444444446,52.045833333333334
309,2011,4,북창원,12.961944444444445,1.8716666666666666,54.986111111111114
310,2011,4,산청,12.447777777777777,2.4633333333333334,52.50416666666667
311,2011,4,상주,11.5,2.3444444444444446,48.290277777777774
312,2011,4,서귀포,14.152083333333334,2.6445833333333333,62.48888888888889
313,2011,4,서산,9.460277777777778,3.401111111111111,66.95833333333333
314,2011,4,서울,10.690694444444444,3.271388888888889,54.19166666666667
315,2011,4,성산,13.069583333333334,3.748611111111111,66.07916666666667
316,2011,4,속초,11.382222222222223,3.2070833333333333,53.22361111111111
317,2011,4,수원,10.090555555555556,2.0255555555555556,66.58194444444445
318,2011,4,순창군,11.303472222222222,2.3890277777777778,58.40555555555556
319,2011,4,순천,11.146036161335187,2.3611961057023643,61.331015299026426
320,2011,4,안동,11.511527777777777,2.193611111111111,52.865
321,2011,4,양산시,13.419027777777778,3.3025,54.28888888888889
322,2011,4,양평,10.5163610719323,1.7925246826516221,57.81805359661495
323,2011,4,여수,12.256527777777778,4.452083333333333,57.34305555555556
324,2011,4,영광군,10.287916666666668,2.839722222222222,67.1763888888889
325,2011,4,영덕,12.022361111111111,3.3898611111111108,55.71666666666667
326,2011,4,영월,10.591111111111111,1.672777777777778,53.02916666666667
327,2011,4,영주,10.612361111111111,3.095555555555556,51.980555555555554
328,2011,4,영천,11.750416666666666,2.2806944444444444,54.6875
329,2011,4,완도,11.885138888888887,3.558888888888889,64.3125
330,2011,4,울릉도,9.538194444444445,5.475833333333333,63.86944444444445
331,2011,4,울산,12.60736111111111,2.638888888888889,60.09305555555556
332,2011,4,울진,10.946527777777778,3.3466666666666667,61.513888888888886
333,2011,4,원주,11.103333333333333,1.8672222222222223,52.516666666666666
334,2011,4,의령군,12.247361111111111,2.0829166666666667,59.90555555555556
335,2011,4,의성,10.911388888888888,1.7354166666666666,54.63055555555555
336,2011,4,이천,10.250555555555556,1.8910987482614743,57.80138888888889
337,2011,4,인제,8.65236111111111,2.3456944444444447,60.3
338,2011,4,인천,9.963194444444444,3.3948611111111116,65.4875
339,2011,4,임실,9.363888888888889,2.1145833333333335,59.62361111111111
340,2011,4,장수,9.427222222222223,2.472361111111111,60.40138888888889
341,2011,4,장흥,11.579305555555557,2.9559722222222224,63.35
342,2011,4,전주,11.630972222222221,2.3518055555555555,57.422222222222224
343,2011,4,정선군,9.073611111111111,2.290138888888889,57.87222222222222
344,2011,4,정읍,11.437222222222221,1.8788888888888888,57.16111111111111
345,2011,4,제주,13.113055555555555,3.2113888888888886,62.80555555555556
346,2011,4,제천,9.06875,1.9541666666666666,56.32361111111111
347,2011,4,주암,12.710561797752808,2.21438202247191,60.970786516853934
348,2011,4,진도(첨찰산),9.502638888888889,5.335416666666666,64.55555555555556
349,2011,4,진주,12.01736111111111,1.6112499999999998,59.4
350,2011,4,창원,12.914027777777779,2.3918055555555555,57.65138888888889
351,2011,4,천안,10.55888888888889,2.6818055555555556,55.63194444444444
352,2011,4,철원,9.057222222222222,2.30625,57.77777777777778
353,2011,4,청송군,10.004166666666666,1.891527777777778,59.31805555555555
354,2011,4,청주,11.855,1.70875,52.61388888888889
355,2011,4,추풍령,10.897222222222222,3.277222222222222,54.010555555555555
356,2011,4,춘천,10.099305555555556,1.292638888888889,57.77777777777778
357,2011,4,충주,10.585972222222221,1.9601388888888889,53.954166666666666
358,2011,4,태백,7.5855555555555565,2.21864161849711,54.85208333333333
359,2011,4,통영,12.189861111111112,2.904166666666667,66.93333333333334
360,2011,4,파주,9.139583333333333,1.7381944444444444,61.794444444444444
361,2011,4,포항,13.373194444444445,2.3897222222222223,56.016666666666666
362,2011,4,함양군,11.620555555555555,2.0683333333333334,58.22222222222222
363,2011,4,합천,12.680694444444445,1.9484722222222224,53.980555555555554
364,2011,4,해남,10.594999999999999,2.3170868347338938,69.10416666666667
365,2011,4,홍천,10.014166666666666,1.5125,55.576388888888886
366,2011,4,흑산도,9.615972222222222,5.16625,75.38055555555556
367,2011,5,강릉,16.02728494623656,2.0778225806451616,65.43413978494624
368,2011,5,강진군,17.418279569892473,2.895295698924731,73.62540322580645
369,2011,5,강화,16.163575268817205,2.3775537634408606,66.61424731182795
370,2011,5,거제,17.343951612903226,2.2024193548387094,71.86021505376344
